Economy,Indicator,Year,Value,Indicator_encoded,Economy_encoded,Indicator_group,Indicator_group_code
Belarus,Individuals with above basic ICT skills in digital content creation,2023,24.2618,26,7,Skills,2
Belarus,Individuals with basic skills in communication and collaboration,2023,12.0662,34,7,Skills,2
Belarus,Individuals with above basic ICT skills in communication and collaboration,2023,74.9592,25,7,Skills,2
Belarus,Individuals with basic ICT skills in problem solving,2023,14.9995,32,7,Skills,2
Belarus,Individuals with above basic ICT skills in problem solving,2023,54.6985,28,7,Skills,2
Brazil,Individuals with basic ICT skills in information and data literacy,2023,14.1169,31,12,Skills,2
Brazil,Individuals with above basic ICT skills in information and data literacy,2023,52.7344,27,12,Skills,2
Brazil,Individuals with basic ICT skills in digital content creation,2023,20.2324,30,12,Skills,2
Brazil,Individuals with above basic ICT skills in digital content creation,2023,33.2988,26,12,Skills,2
Brazil,Individuals with basic skills in communication and collaboration,2023,16.0135,34,12,Skills,2
Brazil,Individuals with above basic ICT skills in communication and collaboration,2023,62.396,25,12,Skills,2
Brazil,Individuals with basic ICT skills in problem solving,2023,14.858,32,12,Skills,2
Brazil,Individuals with above basic ICT skills in problem solving,2023,45.2482,28,12,Skills,2
Croatia,Individuals with basic ICT skills in information and data literacy,2023,5.14001,31,21,Skills,2
Croatia,Individuals with above basic ICT skills in information and data literacy,2023,75.82,27,21,Skills,2
Croatia,Individuals with basic ICT skills in problem solving,2023,20.8103,32,21,Skills,2
Croatia,Individuals with above basic ICT skills in problem solving,2023,46.1156,28,21,Skills,2
Korea (Rep. of),Individuals with basic ICT skills in safety,2023,32.6842,33,50,Skills,2
Korea (Rep. of),Individuals with above basic ICT skills in safety,2023,25.054,29,50,Skills,2
Korea (Rep. of),Individuals with basic ICT skills in information and data literacy,2023,6.68559,31,50,Skills,2
Korea (Rep. of),Individuals with above basic ICT skills in information and data literacy,2023,90.1016,27,50,Skills,2
Korea (Rep. of),Individuals with basic ICT skills in digital content creation,2023,16.4949,30,50,Skills,2
Korea (Rep. of),Individuals with above basic ICT skills in digital content creation,2023,79.3656,26,50,Skills,2
Korea (Rep. of),Individuals with basic skills in communication and collaboration,2023,14.0433,34,50,Skills,2
Korea (Rep. of),Individuals with above basic ICT skills in communication and collaboration,2023,81.9686,25,50,Skills,2
Korea (Rep. of),Individuals with basic ICT skills in problem solving,2023,7.83233,32,50,Skills,2
Korea (Rep. of),Individuals with above basic ICT skills in problem solving,2023,82.1565,28,50,Skills,2
Poland,Individuals with basic ICT skills in information and data literacy,2023,9.7044,31,72,Skills,2
Poland,Individuals with above basic ICT skills in information and data literacy,2023,72.7487,27,72,Skills,2
Türkiye,Individuals with basic ICT skills in information and data literacy,2023,11.6366,31,90,Skills,2
Türkiye,Individuals with above basic ICT skills in information and data literacy,2023,61.9226,27,90,Skills,2
Türkiye,Individuals with basic skills in communication and collaboration,2023,10.4564,34,90,Skills,2
Türkiye,Individuals with above basic ICT skills in communication and collaboration,2023,73.5644,25,90,Skills,2
Türkiye,Individuals with basic ICT skills in problem solving,2023,16.7133,32,90,Skills,2
Türkiye,Individuals with above basic ICT skills in problem solving,2023,53.2342,28,90,Skills,2
Azerbaijan,Desktop computer,2023,15.4371,16,4,Device,0
Azerbaijan,Laptop computer,2023,35.809,41,4,Device,0
Azerbaijan,Tablet,2023,25.5523,53,4,Device,0
Bahrain,Desktop computer,2023,34.3031,16,5,Device,0
Bahrain,Laptop computer,2023,86.1902,41,5,Device,0
Bahrain,Tablet,2023,77.4703,53,5,Device,0
Bosnia and Herzegovina,Desktop computer,2023,39.9628,16,11,Device,0
Bosnia and Herzegovina,Laptop computer,2023,39.3991,41,11,Device,0
Bosnia and Herzegovina,Tablet,2023,17.5819,53,11,Device,0
Brazil,Desktop computer,2023,14.9682,16,12,Device,0
Brazil,Laptop computer,2023,30.6845,41,12,Device,0
Brazil,Tablet,2023,10.5881,53,12,Device,0
Colombia,Desktop computer,2023,12.7546,16,19,Device,0
Colombia,Laptop computer,2023,26.4724,41,19,Device,0
Colombia,Tablet,2023,4.72887,53,19,Device,0
Costa Rica,Desktop computer,2023,11.9509,16,20,Device,0
Costa Rica,Laptop computer,2023,40.5402,41,20,Device,0
Costa Rica,Tablet,2023,12.3892,53,20,Device,0
Czech Republic,Desktop computer,2023,33.4372,16,24,Device,0
Czech Republic,Laptop computer,2023,69.7076,41,24,Device,0
Czech Republic,Tablet,2023,36.0114,53,24,Device,0
"Hong Kong, China",Desktop computer,2023,35.2818,16,37,Device,0
"Hong Kong, China",Laptop computer,2023,48.9407,41,37,Device,0
"Hong Kong, China",Tablet,2023,53.6222,53,37,Device,0
Israel,Desktop computer,2023,76.741,16,44,Device,0
Israel,Tablet,2023,33.3051,53,44,Device,0
Jamaica,Desktop computer,2023,3.50781,16,46,Device,0
Jamaica,Laptop computer,2023,28.2312,41,46,Device,0
Jamaica,Tablet,2023,30.8724,53,46,Device,0
Kazakhstan,Desktop computer,2023,39.1705,16,49,Device,0
Kazakhstan,Laptop computer,2023,61.0414,41,49,Device,0
Kazakhstan,Tablet,2023,34.1833,53,49,Device,0
Korea (Rep. of),Desktop computer,2023,55.2072,16,50,Device,0
Korea (Rep. of),Laptop computer,2023,55.1101,41,50,Device,0
Korea (Rep. of),Tablet,2023,37.4333,53,50,Device,0
Kuwait,Desktop computer,2023,30.08,16,51,Device,0
Kuwait,Laptop computer,2023,76.14,41,51,Device,0
Kuwait,Tablet,2023,64.8599,53,51,Device,0
Malaysia,Desktop computer,2023,42.5435,16,58,Device,0
Malaysia,Laptop computer,2023,86.569,41,58,Device,0
Malaysia,Tablet,2023,41.6837,53,58,Device,0
Mexico,Desktop computer,2023,12.4404,16,61,Device,0
Mexico,Laptop computer,2023,33.8188,41,61,Device,0
Mexico,Tablet,2023,16.2287,53,61,Device,0
Paraguay,Desktop computer,2023,26.7746,16,70,Device,0
Paraguay,Tablet,2023,7.84206,53,70,Device,0
Saudi Arabia,Desktop computer,2023,49.95,16,78,Device,0
Saudi Arabia,Laptop computer,2023,73.4,41,78,Device,0
Saudi Arabia,Tablet,2023,70.15,53,78,Device,0
Serbia,Desktop computer,2023,45.4134,16,79,Device,0
Serbia,Laptop computer,2023,55.0344,41,79,Device,0
Singapore,Desktop computer,2023,41.3395,16,80,Device,0
Singapore,Laptop computer,2023,82.4043,41,80,Device,0
Singapore,Tablet,2023,67.2582,53,80,Device,0
Spain,Desktop computer,2023,77.6223,16,83,Device,0
Spain,Tablet,2023,54.6436,53,83,Device,0
Thailand,Desktop computer,2023,7.58488,16,89,Device,0
Thailand,Laptop computer,2023,16.1719,41,89,Device,0
Thailand,Tablet,2023,8.65614,53,89,Device,0
Türkiye,Desktop computer,2023,14.9325,16,90,Device,0
Türkiye,Laptop computer,2023,36.7009,41,90,Device,0
Türkiye,Tablet,2023,22.057,53,90,Device,0
United Arab Emirates,Desktop computer,2023,25.2,16,92,Device,0
United Arab Emirates,Laptop computer,2023,91.607,41,92,Device,0
United Arab Emirates,Tablet,2023,89.148,53,92,Device,0
United States,Desktop computer,2023,80.2635,16,94,Device,0
United States,Tablet,2023,64.2715,53,94,Device,0
Belarus,Do not need the Internet,2023,69.2224,19,7,User Experience,3
Belarus,Do not know how to use it,2023,20.3249,18,7,User Experience,3
Belarus,Cost of Internet use is too high,2023,2.20882,12,7,User Experience,3
Belarus,Privacy or security concerns,2023,0.289588,46,7,User Experience,3
Belarus,Not allowed to use the Internet,2023,5.83658,44,7,User Experience,3
Brazil,Do not need the Internet,2023,30.4979,19,12,User Experience,3
Brazil,Do not know how to use it,2023,46.7632,18,12,User Experience,3
Brazil,Cost of Internet use is too high,2023,26.1922,12,12,User Experience,3
Brazil,Privacy or security concerns,2023,28.2099,46,12,User Experience,3
Brazil,Internet service is not available in the area,2023,23.3663,39,12,User Experience,3
Colombia,Do not need the Internet,2023,24.7802,19,19,User Experience,3
Colombia,Do not know how to use it,2023,40.1442,18,19,User Experience,3
Colombia,Cost of Internet use is too high,2023,18.2331,12,19,User Experience,3
Colombia,Privacy or security concerns,2023,2.29379,46,19,User Experience,3
Colombia,Internet service is not available in the area,2023,4.80674,39,19,User Experience,3
Colombia,Not allowed to use the Internet,2023,8.06114,44,19,User Experience,3
Georgia,Do not need the Internet,2023,68.8253,19,34,User Experience,3
Georgia,Do not know how to use it,2023,59.6165,18,34,User Experience,3
Georgia,Cost of Internet use is too high,2023,11.7172,12,34,User Experience,3
Georgia,Privacy or security concerns,2023,0.738287,46,34,User Experience,3
Georgia,Internet service is not available in the area,2023,4.7732,39,34,User Experience,3
Georgia,Don’t know what Internet is,2023,5.55457,21,34,User Experience,3
Georgia,Not allowed to use the Internet,2023,0.545643,44,34,User Experience,3
Georgia,Lack of local content,2023,0.572339,40,34,User Experience,3
Kazakhstan,Do not need the Internet,2023,52.7537,19,49,User Experience,3
Kazakhstan,Do not know how to use it,2023,9.64346,18,49,User Experience,3
Kazakhstan,Cost of Internet use is too high,2023,3.06038,12,49,User Experience,3
Kazakhstan,Privacy or security concerns,2023,3.75097,46,49,User Experience,3
Kazakhstan,Internet service is not available in the area,2023,0.426051,39,49,User Experience,3
Kazakhstan,Not allowed to use the Internet,2023,12.0764,44,49,User Experience,3
Kazakhstan,Lack of local content,2023,0.307011,40,49,User Experience,3
Korea (Rep. of),Do not need the Internet,2023,70.5616,19,50,User Experience,3
Korea (Rep. of),Do not know how to use it,2023,47.666,18,50,User Experience,3
Korea (Rep. of),Cost of Internet use is too high,2023,12.9165,12,50,User Experience,3
Korea (Rep. of),Privacy or security concerns,2023,2.1618,46,50,User Experience,3
Mexico,Do not need the Internet,2023,15.9445,19,61,User Experience,3
Mexico,Do not know how to use it,2023,55.7928,18,61,User Experience,3
Mexico,Privacy or security concerns,2023,0.756584,46,61,User Experience,3
Mexico,Not allowed to use the Internet,2023,3.04222,44,61,User Experience,3
Russian Federation,Do not need the Internet,2023,50.4626,19,77,User Experience,3
Russian Federation,Do not know how to use it,2023,29.2546,18,77,User Experience,3
Russian Federation,Cost of Internet use is too high,2023,6.94781,12,77,User Experience,3
Russian Federation,Privacy or security concerns,2023,3.61298,46,77,User Experience,3
Russian Federation,Internet service is not available in the area,2023,1.53168,39,77,User Experience,3
Singapore,Do not need the Internet,2023,50.5225,19,80,User Experience,3
Singapore,Do not know how to use it,2023,29.9063,18,80,User Experience,3
Singapore,Cost of Internet use is too high,2023,9.50076,12,80,User Experience,3
Singapore,Privacy or security concerns,2023,16.5948,46,80,User Experience,3
Singapore,Don’t know what Internet is,2023,17.3432,21,80,User Experience,3
Singapore,Not allowed to use the Internet,2023,0.938335,44,80,User Experience,3
Singapore,Lack of local content,2023,4.53337,40,80,User Experience,3
Slovenia,Do not need the Internet,2023,63.9393,19,82,User Experience,3
Slovenia,Do not know how to use it,2023,26.6328,18,82,User Experience,3
Slovenia,Cost of Internet use is too high,2023,5.64496,12,82,User Experience,3
Slovenia,Privacy or security concerns,2023,5.78359,46,82,User Experience,3
Thailand,Do not need the Internet,2023,52.3072,19,89,User Experience,3
Thailand,Do not know how to use it,2023,45.4659,18,89,User Experience,3
Thailand,Cost of Internet use is too high,2023,1.09492,12,89,User Experience,3
Armenia,Information and communication services,2023,81.4039,36,2,Information and Media,1
Belarus,Information and communication equipment,2023,27.3234,35,7,Information and Media,1
Belarus,Software excluding games and computer software packages,2023,0.055697,52,7,Information and Media,1
Belarus,Information and communication services,2023,72.3822,36,7,Information and Media,1
Kazakhstan,Information and communication equipment,2023,26.8293,35,49,Information and Media,1
Kazakhstan,Software excluding games and computer software packages,2023,0.172738,52,49,Information and Media,1
Kazakhstan,Information and communication services,2023,68.6419,36,49,Information and Media,1
Moldova,Information and communication equipment,2023,18.9592,35,62,Information and Media,1
Moldova,Information and communication services,2023,74.9731,36,62,Information and Media,1
Albania,Using copy and paste tools within a document,2023,28.9158,57,0,Skills,2
Albania,Creating electronic presentations with presentation software,2023,22.4413,15,0,Skills,2
Albania,Writing a computer program using a programming language,2023,6.92073,60,0,Skills,2
Austria,Using copy and paste tools within a document,2023,68.3488,57,3,Skills,2
Austria,Writing a computer program using a programming language,2023,9.17287,60,3,Skills,2
Azerbaijan,Using copy and paste tools within a document,2023,76.818,57,4,Skills,2
Azerbaijan,Using basic arithmetic formula in a spreadsheet,2023,33.866,56,4,Skills,2
Azerbaijan,Creating electronic presentations with presentation software,2023,7.68181,15,4,Skills,2
Azerbaijan,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2023,3.1595,58,4,Skills,2
Azerbaijan,Digital content creation,2023,0.017795,17,4,Skills,2
Bahrain,Using copy and paste tools within a document,2023,93.7995,57,5,Skills,2
Bahrain,Using basic arithmetic formula in a spreadsheet,2023,55.0132,56,5,Skills,2
Bahrain,Creating electronic presentations with presentation software,2023,60.686,15,5,Skills,2
Bahrain,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2023,67.81,58,5,Skills,2
Bahrain,Digital content creation,2023,63.3245,17,5,Skills,2
Belarus,Using copy and paste tools within a document,2023,41.443,57,7,Skills,2
Belarus,Using basic arithmetic formula in a spreadsheet,2023,21.4782,56,7,Skills,2
Belarus,Creating electronic presentations with presentation software,2023,12.1822,15,7,Skills,2
Belarus,Writing a computer program using a programming language,2023,1.53886,60,7,Skills,2
Belgium,Using copy and paste tools within a document,2023,65.9566,57,8,Skills,2
Belgium,Using basic arithmetic formula in a spreadsheet,2023,18.5195,56,8,Skills,2
Belgium,Creating electronic presentations with presentation software,2023,51.9563,15,8,Skills,2
Belgium,Writing a computer program using a programming language,2023,5.77545,60,8,Skills,2
Bosnia and Herzegovina,Using copy and paste tools within a document,2023,51.8104,57,11,Skills,2
Brazil,Using copy and paste tools within a document,2023,43.8742,57,12,Skills,2
Brazil,Using basic arithmetic formula in a spreadsheet,2023,14.2429,56,12,Skills,2
Brazil,Creating electronic presentations with presentation software,2023,12.7569,15,12,Skills,2
Brazil,Writing a computer program using a programming language,2023,4.1831,60,12,Skills,2
Brazil,Digital content creation,2023,29.5233,17,12,Skills,2
Bulgaria,Using copy and paste tools within a document,2023,41.5239,57,14,Skills,2
Bulgaria,Creating electronic presentations with presentation software,2023,23.2468,15,14,Skills,2
Bulgaria,Writing a computer program using a programming language,2023,1.40948,60,14,Skills,2
Colombia,Using copy and paste tools within a document,2023,37.6329,57,19,Skills,2
Colombia,Using basic arithmetic formula in a spreadsheet,2023,23.8904,56,19,Skills,2
Colombia,Creating electronic presentations with presentation software,2023,24.3122,15,19,Skills,2
Colombia,Writing a computer program using a programming language,2023,7.25113,60,19,Skills,2
Colombia,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2023,9.76374,58,19,Skills,2
Croatia,Using copy and paste tools within a document,2023,78.5958,57,21,Skills,2
Croatia,Using basic arithmetic formula in a spreadsheet,2023,34.6125,56,21,Skills,2
Croatia,Creating electronic presentations with presentation software,2023,31.9737,15,21,Skills,2
Croatia,Writing a computer program using a programming language,2023,5.98305,60,21,Skills,2
Cyprus,Using basic arithmetic formula in a spreadsheet,2023,37.3676,56,23,Skills,2
Cyprus,Writing a computer program using a programming language,2023,5.1712,60,23,Skills,2
Czech Republic,Using copy and paste tools within a document,2023,55.3261,57,24,Skills,2
Czech Republic,Using basic arithmetic formula in a spreadsheet,2023,40.4612,56,24,Skills,2
Czech Republic,Creating electronic presentations with presentation software,2023,20.225,15,24,Skills,2
Czech Republic,Writing a computer program using a programming language,2023,5.79291,60,24,Skills,2
Côte d'Ivoire,Using copy and paste tools within a document,2023,12.0444,57,25,Skills,2
Côte d'Ivoire,Using basic arithmetic formula in a spreadsheet,2023,6.48375,56,25,Skills,2
Côte d'Ivoire,Creating electronic presentations with presentation software,2023,4.61184,15,25,Skills,2
Côte d'Ivoire,Writing a computer program using a programming language,2023,4.93543,60,25,Skills,2
Denmark,Using basic arithmetic formula in a spreadsheet,2023,48.7024,56,26,Skills,2
Denmark,Creating electronic presentations with presentation software,2023,49.3554,15,26,Skills,2
Denmark,Writing a computer program using a programming language,2023,11.4519,60,26,Skills,2
Ecuador,Using copy and paste tools within a document,2023,20.2235,57,28,Skills,2
Ecuador,Using basic arithmetic formula in a spreadsheet,2023,11.4542,56,28,Skills,2
Ecuador,Creating electronic presentations with presentation software,2023,10.698,15,28,Skills,2
Ecuador,Writing a computer program using a programming language,2023,1.0183,60,28,Skills,2
Estonia,Creating electronic presentations with presentation software,2023,44.5498,15,31,Skills,2
Estonia,Writing a computer program using a programming language,2023,8.00645,60,31,Skills,2
Finland,Using basic arithmetic formula in a spreadsheet,2023,48.9495,56,32,Skills,2
Finland,Creating electronic presentations with presentation software,2023,48.8185,15,32,Skills,2
Finland,Writing a computer program using a programming language,2023,9.43063,60,32,Skills,2
France,Creating electronic presentations with presentation software,2023,40.9462,15,33,Skills,2
France,Writing a computer program using a programming language,2023,5.74582,60,33,Skills,2
Georgia,Using copy and paste tools within a document,2023,31.7891,57,34,Skills,2
Georgia,Using basic arithmetic formula in a spreadsheet,2023,8.93321,56,34,Skills,2
Georgia,Creating electronic presentations with presentation software,2023,11.0253,15,34,Skills,2
Georgia,Writing a computer program using a programming language,2023,1.07948,60,34,Skills,2
Georgia,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2023,7.15823,58,34,Skills,2
Georgia,Digital content creation,2023,24.8506,17,34,Skills,2
Germany,Using basic arithmetic formula in a spreadsheet,2023,37.539,56,35,Skills,2
Germany,Writing a computer program using a programming language,2023,5.52302,60,35,Skills,2
Greece,Using copy and paste tools within a document,2023,58.8944,57,36,Skills,2
Greece,Using basic arithmetic formula in a spreadsheet,2023,38.852,56,36,Skills,2
Greece,Creating electronic presentations with presentation software,2023,32.3019,15,36,Skills,2
Greece,Writing a computer program using a programming language,2023,3.88825,60,36,Skills,2
"Hong Kong, China",Using copy and paste tools within a document,2023,63.548,57,37,Skills,2
"Hong Kong, China",Using basic arithmetic formula in a spreadsheet,2023,46.654,56,37,Skills,2
"Hong Kong, China",Creating electronic presentations with presentation software,2023,33.912,15,37,Skills,2
"Hong Kong, China",Writing a computer program using a programming language,2023,8.73638,60,37,Skills,2
Hungary,Writing a computer program using a programming language,2023,5.31075,60,38,Skills,2
Italy,Using copy and paste tools within a document,2023,53.8575,57,45,Skills,2
Italy,Using basic arithmetic formula in a spreadsheet,2023,34.3843,56,45,Skills,2
Italy,Creating electronic presentations with presentation software,2023,40.284,15,45,Skills,2
Italy,Writing a computer program using a programming language,2023,6.05692,60,45,Skills,2
Jamaica,Using copy and paste tools within a document,2023,14.5115,57,46,Skills,2
Jamaica,Using basic arithmetic formula in a spreadsheet,2023,7.49897,56,46,Skills,2
Jamaica,Creating electronic presentations with presentation software,2023,7.10263,15,46,Skills,2
Jamaica,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2023,11.2524,58,46,Skills,2
Kazakhstan,Using copy and paste tools within a document,2023,16.2008,57,49,Skills,2
Kazakhstan,Using basic arithmetic formula in a spreadsheet,2023,42.4823,56,49,Skills,2
Kazakhstan,Creating electronic presentations with presentation software,2023,24.1895,15,49,Skills,2
Kazakhstan,Writing a computer program using a programming language,2023,4.87511,60,49,Skills,2
Kazakhstan,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2023,6.90287,58,49,Skills,2
Kazakhstan,Digital content creation,2023,4.34071,17,49,Skills,2
Korea (Rep. of),Using copy and paste tools within a document,2023,95.4026,57,50,Skills,2
Korea (Rep. of),Using basic arithmetic formula in a spreadsheet,2023,57.3757,56,50,Skills,2
Korea (Rep. of),Creating electronic presentations with presentation software,2023,50.3106,15,50,Skills,2
Korea (Rep. of),Writing a computer program using a programming language,2023,7.51877,60,50,Skills,2
Korea (Rep. of),"Using software run over the Internet for editing text documents, spreadsheets or presentations",2023,18.247,58,50,Skills,2
Korea (Rep. of),Digital content creation,2023,61.8588,17,50,Skills,2
Kuwait,Using copy and paste tools within a document,2023,58.4333,57,51,Skills,2
Kuwait,Using basic arithmetic formula in a spreadsheet,2023,41.7562,56,51,Skills,2
Kuwait,Creating electronic presentations with presentation software,2023,34.0493,15,51,Skills,2
Kuwait,Writing a computer program using a programming language,2023,15.9191,60,51,Skills,2
Latvia,Using basic arithmetic formula in a spreadsheet,2023,30.6037,56,52,Skills,2
Latvia,Writing a computer program using a programming language,2023,3.91455,60,52,Skills,2
Lithuania,Using copy and paste tools within a document,2023,53.3588,57,54,Skills,2
Lithuania,Using basic arithmetic formula in a spreadsheet,2023,37.9664,56,54,Skills,2
Lithuania,Creating electronic presentations with presentation software,2023,31.1024,15,54,Skills,2
Lithuania,Writing a computer program using a programming language,2023,5.63929,60,54,Skills,2
Luxembourg,Using copy and paste tools within a document,2023,62.8936,57,55,Skills,2
Luxembourg,Using basic arithmetic formula in a spreadsheet,2023,42.7946,56,55,Skills,2
Luxembourg,Writing a computer program using a programming language,2023,9.20365,60,55,Skills,2
Malaysia,Using copy and paste tools within a document,2023,77.7328,57,58,Skills,2
Malaysia,Using basic arithmetic formula in a spreadsheet,2023,54.3776,56,58,Skills,2
Malaysia,Creating electronic presentations with presentation software,2023,50.8549,15,58,Skills,2
Malaysia,Writing a computer program using a programming language,2023,19.1784,60,58,Skills,2
Malaysia,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2023,35.4514,58,58,Skills,2
Malaysia,Digital content creation,2023,18.0011,17,58,Skills,2
Malta,Using copy and paste tools within a document,2023,52.4982,57,59,Skills,2
Malta,Using basic arithmetic formula in a spreadsheet,2023,46.0517,56,59,Skills,2
Malta,Creating electronic presentations with presentation software,2023,43.2762,15,59,Skills,2
Malta,Writing a computer program using a programming language,2023,9.73512,60,59,Skills,2
Mexico,Using copy and paste tools within a document,2023,29.6611,57,61,Skills,2
Mexico,Using basic arithmetic formula in a spreadsheet,2023,25.2395,56,61,Skills,2
Mexico,Creating electronic presentations with presentation software,2023,27.8508,15,61,Skills,2
Mexico,Writing a computer program using a programming language,2023,6.20277,60,61,Skills,2
Mexico,Digital content creation,2023,3.20164,17,61,Skills,2
Norway,Using copy and paste tools within a document,2023,61.0,57,68,Skills,2
Norway,Using basic arithmetic formula in a spreadsheet,2023,56.0,56,68,Skills,2
Norway,Creating electronic presentations with presentation software,2023,62.0,15,68,Skills,2
Norway,Writing a computer program using a programming language,2023,13.0,60,68,Skills,2
Peru,Using copy and paste tools within a document,2023,26.1116,57,71,Skills,2
Peru,Using basic arithmetic formula in a spreadsheet,2023,19.5356,56,71,Skills,2
Peru,Creating electronic presentations with presentation software,2023,19.7021,15,71,Skills,2
Poland,Using basic arithmetic formula in a spreadsheet,2023,31.19,56,72,Skills,2
Poland,Creating electronic presentations with presentation software,2023,34.8834,15,72,Skills,2
Poland,Writing a computer program using a programming language,2023,5.37952,60,72,Skills,2
Portugal,Using copy and paste tools within a document,2023,38.4745,57,73,Skills,2
Portugal,Using basic arithmetic formula in a spreadsheet,2023,38.313,56,73,Skills,2
Portugal,Creating electronic presentations with presentation software,2023,43.5309,15,73,Skills,2
Portugal,Writing a computer program using a programming language,2023,9.3624,60,73,Skills,2
Portugal,Digital content creation,2023,0.0,17,73,Skills,2
Romania,Using copy and paste tools within a document,2023,32.4996,57,76,Skills,2
Romania,Using basic arithmetic formula in a spreadsheet,2023,18.5679,56,76,Skills,2
Romania,Writing a computer program using a programming language,2023,1.65375,60,76,Skills,2
Russian Federation,Using copy and paste tools within a document,2023,38.8465,57,77,Skills,2
Russian Federation,Using basic arithmetic formula in a spreadsheet,2023,27.1403,56,77,Skills,2
Russian Federation,Creating electronic presentations with presentation software,2023,14.0432,15,77,Skills,2
Russian Federation,Writing a computer program using a programming language,2023,1.52622,60,77,Skills,2
Russian Federation,Digital content creation,2023,24.2031,17,77,Skills,2
Saudi Arabia,Using copy and paste tools within a document,2023,100.0,57,78,Skills,2
Saudi Arabia,Using basic arithmetic formula in a spreadsheet,2023,81.5756,56,78,Skills,2
Saudi Arabia,Creating electronic presentations with presentation software,2023,62.0902,15,78,Skills,2
Saudi Arabia,Writing a computer program using a programming language,2023,31.8307,60,78,Skills,2
Serbia,Using copy and paste tools within a document,2023,60.3415,57,79,Skills,2
Serbia,Using basic arithmetic formula in a spreadsheet,2023,25.5404,56,79,Skills,2
Serbia,Creating electronic presentations with presentation software,2023,19.7886,15,79,Skills,2
Serbia,Writing a computer program using a programming language,2023,5.00167,60,79,Skills,2
Singapore,Using copy and paste tools within a document,2023,57.2428,57,80,Skills,2
Singapore,Using basic arithmetic formula in a spreadsheet,2023,41.2896,56,80,Skills,2
Singapore,Creating electronic presentations with presentation software,2023,44.0333,15,80,Skills,2
Singapore,Writing a computer program using a programming language,2023,10.7378,60,80,Skills,2
Singapore,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2023,37.6604,58,80,Skills,2
Singapore,Digital content creation,2023,41.2566,17,80,Skills,2
Slovakia,Using copy and paste tools within a document,2023,58.7089,57,81,Skills,2
Slovakia,Using basic arithmetic formula in a spreadsheet,2023,34.7314,56,81,Skills,2
Slovakia,Creating electronic presentations with presentation software,2023,35.6528,15,81,Skills,2
Slovakia,Writing a computer program using a programming language,2023,4.35232,60,81,Skills,2
Slovakia,Digital content creation,2023,58.7089,17,81,Skills,2
Slovenia,Using copy and paste tools within a document,2023,50.9546,57,82,Skills,2
Slovenia,Using basic arithmetic formula in a spreadsheet,2023,32.8859,56,82,Skills,2
Slovenia,Creating electronic presentations with presentation software,2023,37.812,15,82,Skills,2
Slovenia,Writing a computer program using a programming language,2023,4.87294,60,82,Skills,2
Spain,Using copy and paste tools within a document,2023,63.7557,57,83,Skills,2
Spain,Using basic arithmetic formula in a spreadsheet,2023,40.6472,56,83,Skills,2
Spain,Creating electronic presentations with presentation software,2023,50.3028,15,83,Skills,2
Spain,Writing a computer program using a programming language,2023,8.70904,60,83,Skills,2
State of Palestine,Using copy and paste tools within a document,2023,29.2819,57,84,Skills,2
State of Palestine,Using basic arithmetic formula in a spreadsheet,2023,11.214,56,84,Skills,2
State of Palestine,Creating electronic presentations with presentation software,2023,8.90534,15,84,Skills,2
Sweden,Using copy and paste tools within a document,2023,57.8191,57,86,Skills,2
Sweden,Using basic arithmetic formula in a spreadsheet,2023,44.4502,56,86,Skills,2
Sweden,Writing a computer program using a programming language,2023,9.31157,60,86,Skills,2
Switzerland,Using basic arithmetic formula in a spreadsheet,2023,52.8795,56,87,Skills,2
Switzerland,Creating electronic presentations with presentation software,2023,43.7066,15,87,Skills,2
Switzerland,Writing a computer program using a programming language,2023,9.60556,60,87,Skills,2
Switzerland,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2023,40.4127,58,87,Skills,2
Türkiye,Using copy and paste tools within a document,2023,27.4541,57,90,Skills,2
Türkiye,Creating electronic presentations with presentation software,2023,17.0103,15,90,Skills,2
Türkiye,Writing a computer program using a programming language,2023,2.88867,60,90,Skills,2
Türkiye,Digital content creation,2023,13.0281,17,90,Skills,2
United Arab Emirates,Using copy and paste tools within a document,2023,100.0,57,92,Skills,2
United Arab Emirates,Using basic arithmetic formula in a spreadsheet,2023,87.4604,56,92,Skills,2
United Arab Emirates,Creating electronic presentations with presentation software,2023,83.1,15,92,Skills,2
United Arab Emirates,Writing a computer program using a programming language,2023,26.0481,60,92,Skills,2
Uzbekistan,Using copy and paste tools within a document,2023,45.1029,57,96,Skills,2
Uzbekistan,Using basic arithmetic formula in a spreadsheet,2023,16.1894,56,96,Skills,2
Uzbekistan,Creating electronic presentations with presentation software,2023,6.3272,15,96,Skills,2
Uzbekistan,Digital content creation,2023,0.190675,17,96,Skills,2
Viet Nam,Using copy and paste tools within a document,2023,31.48,57,97,Skills,2
Viet Nam,Using basic arithmetic formula in a spreadsheet,2023,17.27,56,97,Skills,2
Viet Nam,Writing a computer program using a programming language,2023,1.05,60,97,Skills,2
Albania,Do not need the Internet,2023,52.2316,19,0,User Experience,3
